lat,lng,violationdescription
39.964521,-75.225113,INT S-MAINT SANI/RODENTPROOF
39.983933,-75.250815,PERMB- REPL ROOF COVERING
39.987829,-75.241232,ROOF DETERIORATED
39.987829,-75.241232,VACANT PROP UNSAFE
39.987191,-75.241553,INT S-CEILING REPAIR/MAINT SAN
40.072675,-75.166942,PERME- INST/REPL/REPAIR WIRE
40.074403,-75.170977,CLIP VIOLATION NOTICE
39.984415,-75.185225,CVN-UNLIC GENERAL CONTR
39.984429,-75.185326,CLIP VIOLATION NOTICE
39.984429,-75.185326,PERM - MUST POST
39.984435,-75.185377,PERM - MUST POST
40.05011,-75.158051,SWO- CONSTR W/O PLUMB PERMIT
39.933431,-75.17711,LICENSE-VAC LOT
39.933437,-75.177162,CLIP VIOLATION NOTICE
39.996703,-75.118019,VACANT BLDG UNSECURED COUNT
39.996677,-75.117821,INT-WATER HEATING SYSTEM-RES
39.995808,-75.113899,INT S-MAINT SANI/RODENTPROOF
39.982321,-75.147658,LICENSE-VAC RES BLDG
40.007938,-75.136502,WALL LOOSE/MISS BRICKS ID
40.007938,-75.136502,WALL FRACTURED
39.993987,-75.13769,VACANT BLDG UNSECURED COUNT
39.993987,-75.13769,LICENSE-VAC RES BLDG
40.015974,-75.137268,EXT S-DOOR WEATHERTIGHT
39.987393,-75.143488,VACANT BLDG UNSEC/UNSAFE CSU
39.987434,-75.143467,VACANT PROP STANDARD
40.038385,-75.137483,EGRESS DOOR OPENABLE
39.997589,-75.138705,INT S-MAINT SANI/RODENTPROOF
39.916296,-75.150916,EXT A-VACANT LOT CLEAN/MAINTAI
39.916296,-75.150916,CLIP VIOLATION NOTICE
40.053575,-75.156561,LICENSE-VAC RES BLDG
39.915106,-75.151183,CLIP VIOLATION NOTICE
40.057073,-75.152002,INT A-TRASH REMOVE
39.992142,-75.230552,"INT A-RODENT BURROWS, ELIMINAT"
39.992142,-75.230552,DRAINAGE-YARD DRAIN REPAIR
39.99225,-75.234677,LICENSE-RES SFD/2FD
40.001821,-75.139895,F/C DETERIORATED ID COLLAPSE
40.001821,-75.139895,ROOF DETERIORATED ID
40.0034,-75.139977,INSURANCE - POST CERT
39.968177,-75.146712,EXT A-VACANT LOT CLEAN/MAINTAI
39.968479,-75.146655,RENEW LIC INDICATED
39.981897,-75.140738,SD-REQD EXIST GROUP R
39.921826,-75.150909,VIOL C&I MESSAGE
39.921826,-75.150909,VIOL C&I MESSAGE
39.921826,-75.150909,LIGHT FIXTURE DEFECTIVE-RES
39.921783,-75.150929,DEBRIS REMOVE - CONSTR
40.006967,-75.141736,VIOL C&I MESSAGE
39.973921,-75.146285,PERMB- CONST ERECT NEW STRUCT
39.923044,-75.153083,EXT S-WALLS REPAIR/MAINTAIN
39.923044,-75.153083,EXT S-CORNICE BARGEBOARD DEFEC
40.035499,-75.131052,EGRESS EXIT SIGNS REQ
39.982366,-75.142102,LICENSE-VAC LOT
40.013265,-75.137361,INT S-STAIRS REPAIR
39.953553,-75.146371,INT S-WALLS REPAIR/MAINT SANI
39.983866,-75.143799,INT-PLMBG MAINT FIXTURES-RES
39.972502,-75.138697,WORKMANLIKE- BUILDING CODE
40.013501,-75.140761,EXTERIOR STRUCTURE WALLS
40.013455,-75.140369,EXT A-CLEAN/EXTERMINATE
40.013834,-75.140689,LIGHT FIXTURE DEFECTIVE-RES
40.013882,-75.140679,LICENSE-RES GENERAL
40.013882,-75.140679,PERM Z- NEW USE
39.941414,-75.152189,CONTRACTOR & BP LIC NEEDED
39.941364,-75.15273,OBTAIN LIC INDICATED
39.969025,-75.145581,LICENSE-RES GENERAL
39.989325,-75.234244,EXT A-CLEAN WEEDS/PLANTS
39.989325,-75.234244,VAC PROP REPLAC WIN/DRS 80%
40.011858,-75.136135,RENEW LIC INDICATED
40.057121,-75.151977,EXT S-WALLS MAKE WEATHERTIGHT
40.057121,-75.151977,DRAINAGE-YARD DRAIN REPAIR
40.01999,-75.113442,VACANT PROP UNSAFE
40.020918,-75.117084,PERM Z- NEW USE
40.020391,-75.113732,FA-REPAIR SYSTEM
40.020411,-75.113377,RUBBISH/GARBAGE EXTERIOR-OWNER
39.913543,-75.160459,DRAINAGE-MAIN DRAIN REPAIR-RES
39.936442,-75.154989,BLDG PERMIT REQUIRED
39.936442,-75.154989,LICENSE-RES GENERAL
39.936327,-75.155028,ANNUAL CERT FIRE ALARM
39.938037,-75.151351,LICENSE-RES MFD
40.026891,-75.132959,FA-REPAIR SYSTEM
39.974373,-75.14557,UNSAFE STRUCTURE
39.927951,-75.157275,FIRE-SHAFT RATING 3 TO 5 FL
39.927314,-75.157385,ARCHITECT/ENGINEER SERVICES
40.008332,-75.136416,INT-BASEMENT UNLAWFUL USE-RES
40.008332,-75.136416,EXT S-DOOR WEATHERTIGHT
40.010624,-75.140116,CAL LO
40.010624,-75.140116,LICENSE-VAC LOT
40.010544,-75.139648,ELEC-COVER PLATE DEFECTIVE-RES
40.010544,-75.139648,CO DETECTOR NEEDED
40.010663,-75.140105,LICENSE-VAC RES BLDG
40.010663,-75.140105,LICENSE-RES GENERAL
40.014834,-75.140471,INT-PLMBG FIXTURES-RES
39.988804,-75.143182,EXT A-VACANT LOT CLEAN/MAINTAI
39.990786,-75.145319,EXT A-CLEAN ANIMAL WASTE
39.990855,-75.145289,INT A-TRASH REMOVE
40.001059,-75.142138,ROOF PARTIALLY COLLAPSED
39.986271,-75.141295,VACANT LOT STANDARD
39.943762,-75.147253,DENIED ACCESS INSP BLDG PERMIT
39.922108,-75.156535,TREE ID
39.998575,-75.141036,LICENSE-RES SFD/2FD
39.998536,-75.143632,EXT A-VACANT LOT CLEAN/MAINTAI
39.942411,-75.150899,OBTAIN LIC INDICATED
39.942411,-75.150899,ANNUAL CERT FIRE ALARM
39.942411,-75.150899,EXIT SIGN ILLUMINATION REQ?D
40.025249,-75.132643,WALL LOOSE/MISS BRICKS
40.025249,-75.132643,EXT A-CLEAN RUBBISH/GARBAGE
40.02402,-75.137279,LICENSE-RES GENERAL
39.995232,-75.13929,OBTAIN LIC INDICATED
39.933301,-75.15244,ELEC-COVER PLATE DEFECTIVE-RES
39.933301,-75.15244,LICENSE-RES MFD
39.933301,-75.15244,INT S-WALLS REPAIR/MAINT SANI
39.918872,-75.152435,PENALTY- NO PLUMB PERM INFO
39.918829,-75.152445,LICENSE-RES GENERAL
39.976039,-75.145292,CLIP VIOLATION NOTICE
39.976039,-75.145292,CLIP VIOLATION NOTICE
39.976077,-75.145285,VACANT PROP STANDARD
39.976153,-75.145269,VACANT BLDG UNSECURED COUNT
39.976153,-75.145269,VACANT PROP STANDARD
39.976287,-75.145237,INT-BATHRM MAINTENANCE-RES
39.976287,-75.145237,EXT S-EXTERIOR REPAIR/MAINTAIN
40.009873,-75.141555,VACANT AND OPEN
39.929893,-75.151559,EXT S-ROOF REPAIR
39.929893,-75.151559,LICENSE-RES MFD
39.984111,-75.146775,EXT A-VACANT LOT CLEAN/MAINTAI
39.984111,-75.146775,CLIP VIOLATION NOTICE
39.984111,-75.146775,EXT A-VACANT LOT CLEAN/MAINTAI
39.984275,-75.146739,PERM Z- NEW USE
39.984275,-75.146739,MECH FAC INSTALL/REPAIR-RES
39.984275,-75.146739,UNFIT PROP STANDARD
39.984442,-75.147116,CLIP VIOLATION NOTICE
39.984488,-75.147107,VACANT LOT STANDARD
39.984488,-75.147107,CLIP VIOLATION NOTICE
39.926486,-75.154379,WORKMANLIKE- BUILDING CODE
40.014834,-75.140471,CO DETECTOR NEEDED
40.014802,-75.140072,LICENSE-RES GENERAL
40.014843,-75.140062,ELEC-SYSTEM HAZARDOUS-RES
39.925294,-75.154645,VIOL C&I MESSAGE
40.042253,-75.129554,NON-REGULATED LACKS PERMIT
39.972182,-75.148062,EXT A-VACANT LOT CLEAN/MAINTAI
39.972288,-75.148042,EXT A-VACANT LOT CLEAN/MAINTAI
39.972375,-75.147534,WORKMANLIKE- BUILDING CODE
39.986271,-75.141295,EXT A-CLEAN/EXTERMINATE
39.972502,-75.138697,PERMB- NO NEED BUT MUST COMPLY
40.006574,-75.090497,EXT A-CLEAN WEEDS/PLANTS
40.006574,-75.090497,EXT A-CLEAN RUBBISH/GARBAGE
40.008939,-75.079424,LICENSE-VAC RES BLDG
40.008964,-75.079318,EXT S-WINDOW LOCK REPAIR/REPLA
40.009689,-75.078144,SD-REQD EXIST GROUP R
40.009689,-75.078144,DRAINAGE-SINK DRAIN REPAIR-RES
40.009738,-75.077945,RUBBISH/GARBAGE EXTERIOR-OWNER
40.009377,-75.077673,EXT S-WALLS REPAIR CRACKS
40.009377,-75.077673,LICENSE-RES GENERAL
39.997326,-75.136311,INT-BATHTUB/SHOWER REQ'D-RES
40.000233,-75.135108,CLIP VIOLATION NOTICE
40.022441,-75.12748,EXT-STORG UNDER BLDG PROJECT
40.021326,-75.129538,ANNUAL CERT FIRE SUPP
39.963123,-75.228858,PENALTY- NO PLUMB PERM INFO
39.963123,-75.228858,SWO- CONSTR W/O BLDG PERMIT
39.940856,-75.147943,LICENSE-RES MFD
39.991916,-75.142039,CLIP VIOLATION NOTICE
39.922031,-75.156551,EXT A-CLEAN RUBBISH/GARBAGE
39.921957,-75.156567,EXT A-VACANT LOT CLEAN/MAINTAI
39.921957,-75.156567,CLIP VIOLATION NOTICE
39.921842,-75.157011,CLIP VIOLATION NOTICE
39.921919,-75.156577,EXT A-VACANT LOT CLEAN/MAINTAI
39.984721,-75.139685,CLIP VIOLATION NOTICE
39.942478,-75.230117,LICENSE-VAC RES BLDG
39.942478,-75.230117,VACANT BLDG UNSECURED COUNT
39.967719,-75.226058,EXT A-VACANT LOT CLEAN/MAINTAI
39.969569,-75.225983,LICENSE-RES SFD/2FD
39.987191,-75.241553,EXT S-WINDOW REPAIR/MAINTAIN
39.987191,-75.241553,ANNUAL CERT FIRE ALARM
39.987191,-75.241553,LICENSE-RES MFD
39.987602,-75.241725,VACANT PROP STANDARD
39.987602,-75.241725,LICENSE-VAC RES BLDG
39.984442,-75.185428,EXT A-ACC STRUCT REPAIR/MAINT
39.984442,-75.185428,DRAINAGE-YARD DRAIN REPAIR
39.984442,-75.185428,EXT A-CLEAN ANIMAL WASTE
39.984487,-75.185785,WALL PARTIALLY COLLAPSED ID
39.962007,-75.225397,CO DETECTOR NEEDED
39.989633,-75.237164,WALL LOOSE/MISS BRICKS
40.099053,-75.018128,CLIP VIOLATION NOTICE
40.050189,-75.158016,VACANT PROP STANDARD
40.029093,-75.180518,INT S-STAIRS REPAIR
39.978431,-75.1246,PERM Z- NEW USE
40.022236,-75.162848,LICENSE-RES GENERAL
40.046998,-75.154406,EXT S-WINDOW REPAIR/MAINTAIN
39.981542,-75.253954,PERMB- WORK NOT SAME AS PERMIT
39.939851,-75.227036,EXT A-CLEAN WEEDS/PLANTS
39.995903,-75.113574,LICENSE-RES GENERAL
40.072381,-75.200617,LICENSE-VAC RES BLDG
39.937398,-75.216283,EXT S-WALLS REPAIR/MAINTAIN
40.014141,-75.198048,CAL LO
39.996579,-75.118802,SD-REQD EXIST GROUP R
39.996793,-75.118712,INT S-DOOR REPR/REPLC
39.996793,-75.118712,DRAINAGE-YARD DRAIN REPAIR
39.996779,-75.118612,LICENSE-RES SFD/2FD
39.996779,-75.118612,INT S-CEILING REPAIR/MAINT SAN
39.996779,-75.118612,INT S-CEILING REPAIR/MAINT SAN
39.996779,-75.118612,SD-REQD EXIST GROUP R
39.996779,-75.118612,FIRE-ELECT OPEN JUNCTION BOX
40.075465,-75.172823,LICENSE-VAC RES BLDG
40.075465,-75.172823,VACANT PROP STANDARD
40.075465,-75.172823,EXT A-CLEAN WEEDS/PLANTS
40.067146,-75.028564,INT REMOVE FROM HEATER
39.942894,-75.232605,EXT A-CLEAN RUBBISH/GARBAGE
39.943425,-75.232678,LICENSE-VAC RES BLDG
39.994542,-75.131551,VACANT BLDG UNSECURED COUNT
39.994581,-75.131543,EXT S-WINDOW REPAIR/MAINTAIN
39.9947,-75.131519,SD-REQD EXIST GROUP R
39.994739,-75.13151,VACANT PROP STANDARD
39.994806,-75.131752,VACANT BLDG UNSECURED COUNT
39.930514,-75.182687,INT S-WALLS REPAIR/MAINT SANI
40.037544,-75.045715,HIGH WEEDS-CUT
40.037489,-75.045618,HIGH WEEDS-CUT
40.037283,-75.045245,LICENSE - RENTAL PROPERTY
39.940243,-75.165483,LICENSE-RES GENERAL
40.030147,-75.164154,VACANT PROP STANDARD
39.917253,-75.239107,DRAINAGE-YARD DRAIN REPAIR
39.917224,-75.239148,HEAT CONTINUOUS SUPPLY-RES
39.917224,-75.239148,DRAINAGE-YARD DRAIN REPAIR
39.917046,-75.239405,LICENSE RES CAL REQUIRED
40.042907,-75.026288,CLIP VIOLATION NOTICE
39.999123,-75.09015,COMPR GAS-SEC CYL
39.999123,-75.09015,FIRE-ELECT OPEN JUNCTION BOX
39.999123,-75.09015,VIOL C&I MESSAGE
39.999123,-75.09015,HAZMAT-NO SMK HAZ RM/<25? AREA
39.999123,-75.09015,COMPR GAS-SEC CYL
39.999123,-75.09015,HAZMAT-INDIV CARTON ETC LABEL
39.996232,-75.090508,PERM - MUST POST
40.03107,-75.128214,CLIP VIOLATION NOTICE
40.031077,-75.128264,CLIP VIOLATION NOTICE
39.999347,-75.127957,VACANT PROP STANDARD
39.9679,-75.132597,LICENSE-VAC LOT
39.9679,-75.132597,CAL LO
39.92271,-75.164075,ELEC-FAC MEET ELEC CODE-RES
39.98782,-75.116635,CLIP VIOLATION NOTICE
39.98782,-75.116635,CLIP VIOLATION NOTICE
39.919767,-75.155008,SD-REQD EXIST GROUP R
39.962057,-75.225053,EXT A-VACANT LOT CLEAN/MAINTAI
40.015096,-75.092299,VAC PROP REPLAC WIN/DRS 80%
40.029018,-75.176999,PERMB- REPL ROOF COVERING
40.026968,-75.178265,VACANT PROP STANDARD
40.026968,-75.178265,EXT A-CLEAN RUBBISH/GARBAGE
39.96701,-75.137541,LISTED CONDIT DOES NOT COMPLY
39.93973,-75.227208,DRAINAGE-YARD DRAIN REPAIR
39.933007,-75.175645,VACANT PROP STANDARD
39.933007,-75.175645,EXT A-CLEAN RUBBISH/GARBAGE
39.933007,-75.175645,LICENSE-VAC RES BLDG
39.933007,-75.175645,VACANT BLDG UNSECURED COUNT
39.995283,-75.11005,VACANT LOT STANDARD
39.930514,-75.182687,EXT S-EXPOSED SURFACES MAINTAI
40.03795,-75.163848,ROOMING UNIT OR HOUSE (R3 R2)
40.037704,-75.164329,SWO- CONSTR W/O PLUMB PERMIT
40.037704,-75.164329,SWO- CONSTR W/O BLDG PERMIT
40.003667,-75.154844,EXT A-VACANT LOT CLEAN/MAINTAI
40.003667,-75.154844,VACANT LOT STANDARD
40.003667,-75.154844,CLIP VIOLATION NOTICE
39.998888,-75.14119,CLIP VIOLATION NOTICE
39.998926,-75.141183,VACANT LOT STANDARD
39.999005,-75.141479,EXT A-VACANT LOT CLEAN/MAINTAI
39.999081,-75.141463,CLIP VIOLATION NOTICE
39.999158,-75.141446,EXT A-VACANT LOT CLEAN/MAINTAI
40.041605,-75.024876,SD-REQD EXIST GROUP R
40.041523,-75.025354,ELEC-COVER PLATE DEFECTIVE-RES
40.041523,-75.025354,INT S-WALLS REPAIR/MAINT SANI
40.041523,-75.025354,EXT S-WINDOW WEATHERTIGHT
40.041523,-75.025354,EXT S-WINDOW REPAIR/MAINTAIN
40.041463,-75.025319,DRAINAGE-DOWNSPOUT CONNECT
40.041463,-75.025319,LICENSE-VAC RES BLDG
39.977834,-75.135383,PENALTY- NO BLDG PERM INFO
39.969003,-75.214972,LICENSE-VAC RES BLDG
39.946423,-75.176474,PERMB- FINAL PRE-CO INSP
40.046643,-75.15787,EXT A-CLEAN WEEDS/PLANTS
40.04676,-75.157863,VAC PROP REPLAC WIN/DRS 80%
40.047558,-75.157799,VACANT LOT STANDARD
40.047616,-75.157797,CLIP VIOLATION NOTICE
40.064128,-75.023638,CLIP VIOLATION NOTICE
40.064128,-75.023638,CLIP VIOLATION NOTICE
39.987723,-75.116559,EXT A-VACANT LOT CLEAN/MAINTAI
39.987723,-75.116559,EXT A-VACANT LOT CLEAN/MAINTAI
39.987723,-75.116559,CLIP VIOLATION NOTICE
39.987691,-75.11653,VACANT PROP STANDARD
40.000927,-75.151602,OBTAIN LIC INDICATED
40.003862,-75.176423,LICENSE-RES GENERAL
40.0154,-75.090729,CLIP VIOLATION NOTICE
40.014061,-75.197569,ELEC-CABLES/WIRES LOOSE-RES
40.014061,-75.197569,ELEC-FAC MEET ELEC CODE-RES
40.014061,-75.197569,FUEL BURN FAC PROP CONNECT-RES
40.014061,-75.197569,SD-REQD EXIST GROUP R
39.930273,-75.154444,ONE AND TWO FAMILY (R3)
40.025996,-75.179269,EXT S-HANDRAIL REPAIR/REPLACE
40.025996,-75.179269,EXT S-STEPS REPAIR
39.936848,-75.231859,CO DETECTOR NEEDED
40.02188,-75.152786,EXT A-VACANT LOT CLEAN/MAINTAI
40.02188,-75.152786,CLIP VIOLATION NOTICE
40.011071,-75.191616,LICENSE-RES AGENT REQUIRED
40.011071,-75.191616,LICENSE-RES GENERAL
40.044753,-75.243137,CLIP VIOLATION NOTICE
40.044753,-75.243137,EXT A-CLEAN WEEDS/PLANTS
40.046517,-75.194739,PERMP- INST FIXTURE W/O PERMIT
39.934448,-75.171092,CO DETECTOR NEEDED
40.003331,-75.155304,CLIP VIOLATION NOTICE
40.003339,-75.155362,EXT A-VACANT LOT CLEAN/MAINTAI
40.003339,-75.155362,CLIP VIOLATION NOTICE
40.003339,-75.155362,VACANT LOT STANDARD
40.053282,-75.19217,VACANT PROP STANDARD
39.989949,-75.132789,CLIP VIOLATION NOTICE
39.930266,-75.179028,EXT S-DOOR WEATHERTIGHT
39.930055,-75.179125,LICENSE-RES GENERAL
39.930272,-75.179075,CLIP VIOLATION NOTICE
39.93006,-75.179173,VAC PROP REPLAC WIN/DRS 80%
39.930067,-75.17922,EXT S-EXPOSED SURFACES MAINTAI
39.921962,-75.172078,EXT S-WALLS MAKE WEATHERTIGHT
40.004101,-75.178341,EXT A-VACANT LOT CLEAN/MAINTAI
40.004108,-75.178394,LICENSE-VAC LOT
40.004108,-75.178394,EXT A-VACANT LOT CLEAN/MAINTAI
39.996429,-75.152371,DUMPING - PRIVATE LOT
39.996429,-75.152371,CLIP VIOLATION NOTICE
39.996269,-75.152456,CLIP VIOLATION NOTICE
39.966244,-75.225828,EXT A-CLEAN RUBBISH/GARBAGE
39.959891,-75.203088,VAC PROP REPLAC WIN/DRS 80%
39.960714,-75.203178,EXT A-VACANT LOT CLEAN/MAINTAI
39.960714,-75.203178,CLIP VIOLATION NOTICE
39.960714,-75.203178,CLIP VIOLATION NOTICE
39.960781,-75.203205,PENALTY- NO PLUMB PERM INFO
39.960781,-75.203205,PERMP- INST NEW PLUMBING
39.961014,-75.203182,CLIP VIOLATION NOTICE
39.997802,-75.133524,EXT S-WALLS REPAIR BULGING
39.997802,-75.133524,VACANT PROP STANDARD
39.997802,-75.133524,VIOL C&I MESSAGE
40.019953,-75.138178,LICENSE-RES GENERAL
40.051812,-75.023766,HIGH WEEDS-CUT
39.921378,-75.152033,DRAINAGE-MAIN DRAIN REPAIR-RES
39.93204,-75.150296,EXT S-WINDOW WEATHERTIGHT
39.93204,-75.150296,ELEC-SWITCH DEFECTIVE-RES
39.93204,-75.150296,INT-PLMBG MAINT FIXTURES-RES
39.93204,-75.150296,FA/SUPP TAG
39.937467,-75.192169,EXT A-VACANT LOT CLEAN/MAINTAI
39.96841,-75.22459,CLIP VIOLATION NOTICE
40.052105,-75.121923,CO DETECTOR NEEDED
40.052105,-75.121923,CO DETECTOR NEEDED
40.021326,-75.129538,FIRE CONNECT SIGN-EXIST BLDG
40.021326,-75.129538,HAZMAT-RPT PCB/DO REC KEEPING
39.991963,-75.145477,LICENSE-RES SFD/2FD
39.991944,-75.145052,LICENSE-RES SFD/2FD
39.992064,-75.145034,EXT S-WINDOW REPAIR/REPLACE
40.044269,-75.129144,PERME- INST/REPL/REPAIR WIRE
39.981115,-75.145886,EXTERIOR AREA SANITATION
39.981215,-75.146406,INT-PLMBG FIXTURES-RES
39.981215,-75.146406,EXT S-ROOF REPAIR
39.98116,-75.145878,RECEPT REQ'D-WALL COUNTER SPAC
40.03088,-75.130087,VACANT LOT STANDARD
40.033335,-75.128983,POOL - STAGNANT WATER
40.033335,-75.128983,HIGH WEEDS-CUT
39.926985,-75.155891,EXT A-VACANT LOT CLEAN/MAINTAI
40.013621,-75.139472,EXT A-POOL CLEAN/REPAIR/MAINT
39.925124,-75.152649,EXT A-VACANT LOT CLEAN/MAINTAI
39.983648,-75.145911,VACANT STRUCTURE LICENSE
40.028678,-75.132487,EGRESS CLEAR OBSTRUCTION
40.028937,-75.132433,PERMB- REV WK GONE BEYOND ORIG
39.932438,-75.156264,LIC MUST BE AVAIL FOR INSP
40.051712,-75.131218,MULTI FAMILY (R2)
39.987205,-75.141076,WALL LOOSE/MISS BRICKS
40.006942,-75.136698,VENDOR SW STAND OVERSIZE
39.975552,-75.149679,WALL PARTIALLY COLLAPSED ID
39.975663,-75.149653,CLIP VIOLATION NOTICE
39.97578,-75.149628,EXT A-VACANT LOT CLEAN/MAINTAI
39.924376,-75.154452,CLIP VIOLATION NOTICE
39.924017,-75.154506,CLIP VIOLATION NOTICE
39.966712,-75.145622,CAL LO
39.943677,-75.148562,DRAINAGE-AFFECTING ADJ/PROP
39.943677,-75.148562,LICENSE-RES SFD/2FD
39.914467,-75.151727,INT-BATHRM MAINTENANCE-RES
39.914467,-75.151727,INT S-WALLS REPAIR/MAINT SANI
39.914467,-75.151727,INT S-CEILING REPAIR/MAINT SAN
39.973099,-75.246459,DRAINAGE-MAIN DRAIN REPAIR-RES
39.95265,-75.145392,LICENSE-RES GENERAL
39.916608,-75.152917,LICENSE-RES GENERAL
39.916608,-75.152917,EXT A-PATHWAYS CLEAR/MAINTAIN
39.97867,-75.144792,EXT A-VACANT LOT CLEAN/MAINTAI
39.917893,-75.15462,EXT A-CLEAN RUBBISH/GARBAGE
39.917893,-75.15462,LISTED CONDIT DOES NOT COMPLY
39.991538,-75.144263,CLIP VIOLATION NOTICE
40.054291,-75.129558,CLIP VIOLATION NOTICE
39.963028,-75.146427,RUBBISH/GARBAGE EXTERIOR-OWNER
39.995256,-75.14298,SD-REQD EXIST GROUP R
39.995256,-75.14298,DRAINAGE-MAIN DRAIN REPAIR-RES
40.050098,-75.125317,LICENSE-VAC RES BLDG
39.916802,-75.158106,VACANT PROP STANDARD
40.039292,-75.1316,INT-BASEMENT UNLAWFUL USE-RES
39.969746,-75.14642,RENEW LIC INDICATED
39.953827,-75.152584,ANNUAL CERT FIRE SUPP
39.953827,-75.152584,VIOL C&I MESSAGE
39.924911,-75.156373,EXT A-VACANT LOT CLEAN/MAINTAI
39.924634,-75.15642,EXT A-VACANT LOT CLEAN/MAINTAI
39.924634,-75.15642,EXT A-VACANT LOT CLEAN/MAINTAI
39.924591,-75.156429,CLIP VIOLATION NOTICE
39.924493,-75.156015,EXT A-VACANT LOT CLEAN/MAINTAI
39.925213,-75.155871,EXT S-CORNICE BARGEBOARD DEFEC
39.985357,-75.145087,EXT A-VACANT LOT CLEAN/MAINTAI
39.985357,-75.145087,CLIP VIOLATION NOTICE
39.985396,-75.14556,VACANT BLDG UNSECURED COUNT
40.039513,-75.128117,CO DETECTOR NEEDED
40.039555,-75.128108,EXT S-LOCK REMOVE DOUBLEKEY
39.989536,-75.141162,FIRE-ELECT EXT CORDS PROHIB
39.930603,-75.151461,FIRE DEPT CONNECT REP DAM CAPS
39.930603,-75.151461,VIOL C&I MESSAGE
39.933578,-75.157609,LICENSE-RES SFD/2FD
39.933578,-75.157609,LICENSE-RES GENERAL
39.97492,-75.149741,EXT A-VACANT LOT CLEAN/MAINTAI
39.97492,-75.149741,CLIP VIOLATION NOTICE
39.975134,-75.149782,WALL PARTIALLY COLLAPSED
39.975172,-75.149774,EXT A-CLEAN RUBBISH/GARBAGE
39.982372,-75.144325,ELEC-FIXTURE/OUTLET LOOSE-RES
39.982372,-75.144325,INT S-DOOR REHANG
39.982372,-75.144325,INT S-FOODSTORAGE MAINT SANI
39.982372,-75.144325,INT S-FLOOR REPAIR
39.983265,-75.146952,CLIP VIOLATION NOTICE
39.983265,-75.146952,LICENSE-VAC LOT
39.983592,-75.147309,VAC PROP REPLAC WIN/DRS 80%
39.923595,-75.157847,CLIP VIOLATION NOTICE
39.92351,-75.157864,PERM Z- NEW USE
39.923476,-75.158274,CLIP VIOLATION NOTICE
39.923433,-75.158283,DEBRIS REMOVE - CONSTR
39.923433,-75.158283,WORKMANLIKE- BUILDING CODE
39.966495,-75.143577,LICENSE-RES GENERAL
39.966537,-75.143564,LICENSE-RES GENERAL
40.017531,-75.13948,LICENSE-VAC RES BLDG
39.98911,-75.143116,EXT A-VACANT LOT CLEAN/MAINTAI
39.990926,-75.142265,WALL DETERIORATED
39.991031,-75.14266,EXT S-ROOF REPAIR
39.990969,-75.142255,PERMB- WK DONE W/O NOTIFY INSP
39.990969,-75.142255,PERMB- INSTALL SECURITY GATE
39.991076,-75.142651,CLIP VIOLATION NOTICE
39.99112,-75.142641,CLIP VIOLATION NOTICE
39.991163,-75.142631,EXT A-VACANT LOT CLEAN/MAINTAI
39.919848,-75.15866,STOP WORK ORDER
39.919848,-75.15866,PERMB- ALTER REPAIR INT PART
40.013769,-75.135741,DRAINAGE-YARD DRAIN REPAIR
39.986411,-75.141244,INT S-MAINT SANI/RODENTPROOF
39.986451,-75.141235,EXT A-VACANT LOT CLEAN/MAINTAI
39.968803,-75.234386,VACANT PROP STANDARD
39.96878,-75.234603,EXT S-EXTERIOR REPAIR/MAINTAIN
39.98735,-75.138103,EXT A-VACANT LOT CLEAN/MAINTAI
39.98735,-75.138103,CLIP VIOLATION NOTICE
39.98735,-75.138103,EXT A-VACANT LOT CLEAN/MAINTAI
39.98735,-75.138103,CLIP VIOLATION NOTICE
39.943009,-75.153948,EXT S-WINDOW REPAIR/MAINTAIN
39.989667,-75.140509,ANNUAL CERT FIRE ALARM
39.989667,-75.140509,MECH FAC INSTALL/REPAIR-RES
39.987189,-75.144706,ANNUAL CERT FIRE ALARM
40.033752,-75.132848,HIGH WEEDS-CUT
40.033752,-75.132848,CLIP VIOLATION NOTICE
39.928652,-75.155142,CLIP VIOLATION NOTICE
39.928652,-75.155142,EXT A-VACANT LOT CLEAN/MAINTAI
39.928597,-75.155155,EXT A-VACANT LOT CLEAN/MAINTAI
39.928597,-75.155155,EXT A-VACANT LOT CLEAN/MAINTAI
39.928597,-75.155155,CLIP VIOLATION NOTICE
39.999573,-75.143805,ARCHITECT/ENGINEER SERVICES
39.999612,-75.143796,EXT A-VACANT LOT CLEAN/MAINTAI
39.999612,-75.143796,CLIP VIOLATION NOTICE
39.999612,-75.143796,CLIP VIOLATION NOTICE
39.999652,-75.143787,EXT A-VACANT LOT CLEAN/MAINTAI
39.938848,-75.151213,PERM - MUST POST
39.938705,-75.151245,INSURANCE - POST CERT
39.93569,-75.155341,NON-REGULATED LACKS PERMIT
40.005156,-75.139642,MULTI FAMILY (R2)
40.00706,-75.1418,ARCHITECT/ENGINEER SERVICES
39.920698,-75.151831,PERME- ALTER ELEC INSTALLATION
40.008563,-75.141831,VAC PROP REPLAC WIN/DRS 80%
40.008563,-75.141831,EXT S-WINDOW REPAIR/MAINTAIN
40.008563,-75.141831,EXT S-EXTERIOR REPAIR/MAINTAIN
39.975259,-75.145351,LICENSE-VAC LOT
39.97585,-75.149014,EXT A-VACANT LOT CLEAN/MAINTAI
39.98604,-75.14547,WALL FIRE DAMAGED
39.986793,-75.144808,ANNUAL CERT FIRE SUPP INCOMPL
